_id,userId,skillMode,skills,rateYourself,driveLink
6613e87b9d949ae738fcb82a,6613bc129d949ae738fc75c2,previouslyGained,Python,1,https://vazquez.net/
6613e87b9d949ae738fcb82b,6613bc129d949ae738fc75c2,previouslyGained,Power BI,2,http://www.riley.org/
6613e87b9d949ae738fcb82c,6613bc129d949ae738fc75c2,personalProjects,AWS,3,https://www.hernandez.net/
6613e87b9d949ae738fcb82d,6613bc129d949ae738fc75c3,previouslyGained,Alteryx,5,https://cardenas-garner.com/
6613e87b9d949ae738fcb82e,6613bc129d949ae738fc75c3,personalProjects,Angular,4,http://www.johnson.org/
6613e87b9d949ae738fcb82f,6613bc129d949ae738fc75c3,collaborativeLearning,React Native,4,https://www.collins.com/
6613e87b9d949ae738fcb830,6613bc129d949ae738fc75c4,youtube,Python,3,http://wilson-williams.biz/
6613e87b9d949ae738fcb831,6613bc129d949ae738fc75c4,previouslyGained,AWS,4,http://www.valenzuela.com/
6613e87b9d949ae738fcb832,6613bc129d949ae738fc75c4,collaborativeLearning,Angular,4,https://www.bell.net/
6613e87b9d949ae738fcb833,6613bc129d949ae738fc75c5,previouslyGained,AWS,2,https://www.cook.com/
6613e87b9d949ae738fcb834,6613bc129d949ae738fc75c5,previouslyGained,Snowflake,2,http://frazier.com/
6613e87b9d949ae738fcb835,6613bc129d949ae738fc75c5,personalProjects,Angular,4,https://francis.com/
6613e87b9d949ae738fcb836,6613bc129d949ae738fc75c6,previouslyGained,React,3,http://www.garza.org/
6613e87b9d949ae738fcb837,6613bc129d949ae738fc75c6,previouslyGained,Python,3,https://coleman-kelly.net/
6613e87b9d949ae738fcb838,6613bc129d949ae738fc75c6,previouslyGained,React,2,https://gonzalez-larsen.com/
6613e87b9d949ae738fcb839,6613bc129d949ae738fc75c7,youtube,React Native,1,http://www.patrick.com/
6613e87b9d949ae738fcb83a,6613bc129d949ae738fc75c7,personalProjects,Snowflake,2,http://www.nash.com/
6613e87b9d949ae738fcb83b,6613bc129d949ae738fc75c7,collaborativeLearning,Angular,3,https://www.mccann-elliott.org/
6613e87b9d949ae738fcb83c,6613bc129d949ae738fc75c8,youtube,Presenting,5,http://www.wright-gomez.net/
6613e87b9d949ae738fcb83d,6613bc129d949ae738fc75c8,youtube,PHP,2,http://www.thomas.com/
6613e87b9d949ae738fcb83e,6613bc129d949ae738fc75c8,youtube,React Native,1,http://www.smith.info/
6613e87b9d949ae738fcb83f,6613bc129d949ae738fc75c9,personalProjects,React,2,https://www.moore-turner.biz/
6613e87b9d949ae738fcb840,6613bc129d949ae738fc75c9,personalProjects,React Native,2,http://nash-dean.com/
6613e87b9d949ae738fcb841,6613bc129d949ae738fc75c9,youtube,Power BI,5,https://www.anderson.net/
6613e87b9d949ae738fcb842,6613bc129d949ae738fc75ca,collaborativeLearning,Presenting,2,http://www.craig.biz/
6613e87b9d949ae738fcb843,6613bc129d949ae738fc75ca,collaborativeLearning,Presenting,2,https://anderson.com/
6613e87b9d949ae738fcb844,6613bc129d949ae738fc75ca,personalProjects,Presenting,2,http://watson.com/
6613e87b9d949ae738fcb845,6613bc129d949ae738fc75cb,youtube,AWS,4,https://www.prince.net/
6613e87b9d949ae738fcb846,6613bc129d949ae738fc75cb,youtube,AWS,5,https://www.kelly-estrada.biz/
6613e87b9d949ae738fcb847,6613bc129d949ae738fc75cb,youtube,PHP,1,http://taylor-frey.biz/
6613e87b9d949ae738fcb848,6613bc129d949ae738fc75cc,collaborativeLearning,AWS Lambda,2,http://www.alvarez-strickland.net/
6613e87b9d949ae738fcb849,6613bc129d949ae738fc75cc,collaborativeLearning,React Native,1,https://gilbert.info/
6613e87b9d949ae738fcb84a,6613bc129d949ae738fc75cc,personalProjects,React,3,http://www.boyd-green.info/
6613e87b9d949ae738fcb84b,6613bc139d949ae738fc75cd,previouslyGained,Angular,4,http://ward-burnett.com/
6613e87b9d949ae738fcb84c,6613bc139d949ae738fc75cd,youtube,Alteryx,3,http://www.mason.biz/
6613e87b9d949ae738fcb84d,6613bc139d949ae738fc75cd,personalProjects,Slides,2,https://www.garcia.org/
6613e87b9d949ae738fcb84e,6613bc139d949ae738fc75ce,personalProjects,Snowflake,3,https://kirk.biz/
6613e87b9d949ae738fcb84f,6613bc139d949ae738fc75ce,personalProjects,React,4,https://lewis.com/
6613e87b9d949ae738fcb850,6613bc139d949ae738fc75ce,youtube,Python,2,https://www.foster.com/
6613e87b9d949ae738fcb851,6613bc139d949ae738fc75cf,youtube,React,3,http://smith-morgan.com/
6613e87b9d949ae738fcb852,6613bc139d949ae738fc75cf,youtube,Project Mgmt,3,https://morrison.org/
6613e87b9d949ae738fcb853,6613bc139d949ae738fc75cf,personalProjects,React,2,https://gray.com/
6613e87b9d949ae738fcb854,6613bc139d949ae738fc75d0,previouslyGained,React Native,5,https://www.berg-baker.com/
6613e87b9d949ae738fcb855,6613bc139d949ae738fc75d0,personalProjects,Angular,1,https://austin.com/
6613e87b9d949ae738fcb856,6613bc139d949ae738fc75d0,collaborativeLearning,Presenting,1,http://monroe-rice.com/
6613e87b9d949ae738fcb857,6613bc139d949ae738fc75d1,youtube,Python,5,https://mccarthy-velez.com/
6613e87b9d949ae738fcb858,6613bc139d949ae738fc75d1,personalProjects,React Native,2,https://mendoza-cuevas.com/
6613e87b9d949ae738fcb859,6613bc139d949ae738fc75d1,youtube,React,5,https://www.vega.biz/
6613e87b9d949ae738fcb85a,6613bc139d949ae738fc75d2,collaborativeLearning,Presenting,5,http://www.cole.com/
6613e87b9d949ae738fcb85b,6613bc139d949ae738fc75d2,previouslyGained,React Native,5,https://www.melendez.com/
6613e87b9d949ae738fcb85c,6613bc139d949ae738fc75d2,personalProjects,Python,2,https://www.gates-whitaker.com/
6613e87b9d949ae738fcb85d,6613bc139d949ae738fc75d3,youtube,React Native,2,http://rasmussen.com/
6613e87b9d949ae738fcb85e,6613bc139d949ae738fc75d3,collaborativeLearning,PHP,4,http://www.vang.net/
6613e87b9d949ae738fcb85f,6613bc139d949ae738fc75d3,collaborativeLearning,AWS Lambda,1,http://www.terry.com/
6613e87c9d949ae738fcb860,6613bc139d949ae738fc75d4,collaborativeLearning,Python,2,https://www.campbell-swanson.com/
6613e87c9d949ae738fcb861,6613bc139d949ae738fc75d4,collaborativeLearning,Presenting,5,https://pierce-zimmerman.com/
6613e87c9d949ae738fcb862,6613bc139d949ae738fc75d4,collaborativeLearning,Slides,4,https://cross-king.biz/
6613e87c9d949ae738fcb863,6613bc139d949ae738fc75d5,previouslyGained,Angular,2,http://www.jenkins.net/
6613e87c9d949ae738fcb864,6613bc139d949ae738fc75d5,youtube,Snowflake,4,https://www.rivera.net/
6613e87c9d949ae738fcb865,6613bc139d949ae738fc75d5,personalProjects,Power BI,5,https://curtis.org/
6613e87c9d949ae738fcb866,6613bc139d949ae738fc75d6,collaborativeLearning,AWS Lambda,1,https://ramirez.com/
6613e87c9d949ae738fcb867,6613bc139d949ae738fc75d6,previouslyGained,Angular,4,http://www.wise.info/
6613e87c9d949ae738fcb868,6613bc139d949ae738fc75d6,collaborativeLearning,React,4,https://www.beck.org/
6613e87c9d949ae738fcb869,6613bc139d949ae738fc75d7,personalProjects,Presenting,2,http://baker.com/
6613e87c9d949ae738fcb86a,6613bc139d949ae738fc75d7,youtube,Alteryx,1,http://www.evans-smith.net/
6613e87c9d949ae738fcb86b,6613bc139d949ae738fc75d7,personalProjects,Power BI,2,http://www.grant.com/
6613e87c9d949ae738fcb86c,6613bc139d949ae738fc75d8,previouslyGained,Power BI,5,https://www.carrillo.org/
6613e87c9d949ae738fcb86d,6613bc139d949ae738fc75d8,youtube,React Native,4,https://ward-hardy.com/
6613e87c9d949ae738fcb86e,6613bc139d949ae738fc75d8,previouslyGained,Presenting,5,https://www.reyes-mccarthy.com/
6613e87c9d949ae738fcb86f,6613bc139d949ae738fc75d9,previouslyGained,Power BI,1,https://www.gardner.com/
6613e87c9d949ae738fcb870,6613bc139d949ae738fc75d9,personalProjects,React,3,https://www.anderson-gill.com/
6613e87c9d949ae738fcb871,6613bc139d949ae738fc75d9,personalProjects,Presenting,1,http://www.garcia.com/
6613e87c9d949ae738fcb872,6613bc139d949ae738fc75da,previouslyGained,Power BI,3,https://mccarthy.biz/
6613e87c9d949ae738fcb873,6613bc139d949ae738fc75da,personalProjects,ADF,2,https://www.white.com/
6613e87c9d949ae738fcb874,6613bc139d949ae738fc75da,personalProjects,Python,5,http://harris.com/
6613e87c9d949ae738fcb875,6613bc139d949ae738fc75db,previouslyGained,Snowflake,4,http://jacobson-santiago.biz/
